YEAR,REGION,AGE_GROUP,GENDER,GENDER_LABEL,POPULATION_INSEE,NB_DEPARTMENTS
2023,Corse,0-19 ans,M,M,108939,1
2023,Corse,20-39 ans,ALL,Ensemble,229794,1
2023,Corse,20-39 ans,F,F,117564,1
2023,Corse,20-39 ans,M,M,112230,1
2023,Corse,40-59 ans,ALL,Ensemble,286890,1
2023,Corse,40-59 ans,F,F,146331,1
2023,Corse,40-59 ans,M,M,140559,1
2023,Corse,60-74 ans,ALL,Ensemble,206565,1
2023,Corse,60-74 ans,F,F,106944,1
2023,Corse,60-74 ans,M,M,99621,1
2023,Corse,75+ ans,ALL,Ensemble,126660,1
2023,Corse,75+ ans,F,F,72984,1
2023,Corse,75+ ans,M,M,53676,1
2023,DROM,0-19 ans,ALL,Ensemble,2107188,5
2023,DROM,0-19 ans,F,F,1044660,5
2023,DROM,0-19 ans,M,M,1062528,5
2023,DROM,20-39 ans,ALL,Ensemble,1520985,5
2023,DROM,20-39 ans,F,F,836787,5
2023,DROM,20-39 ans,M,M,684198,5
2023,DROM,40-59 ans,ALL,Ensemble,1676709,5
2023,DROM,40-59 ans,F,F,902811,5
2023,DROM,40-59 ans,M,M,773898,5
2023,DROM,60-74 ans,ALL,Ensemble,972513,5
2023,DROM,60-74 ans,F,F,513375,5
2023,DROM,60-74 ans,M,M,459138,5
2023,DROM,75+ ans,ALL,Ensemble,408696,5
2023,DROM,75+ ans,F,F,240333,5
2023,DROM,75+ ans,M,M,168363,5
2023,Grand Est,0-19 ans,ALL,Ensemble,2489138,1
2023,Grand Est,0-19 ans,F,F,1209714,1
2023,Grand Est,0-19 ans,M,M,1279424,1
2023,Grand Est,20-39 ans,ALL,Ensemble,2605208,1
2023,Grand Est,20-39 ans,F,F,1290428,1
2023,Grand Est,20-39 ans,M,M,1314780,1
2023,Grand Est,40-59 ans,ALL,Ensemble,2885324,1
2023,Grand Est,40-59 ans,F,F,1455950,1
2023,Grand Est,40-59 ans,M,M,1429374,1
2023,Grand Est,60-74 ans,ALL,Ensemble,2039428,1
2023,Grand Est,60-74 ans,F,F,1072148,1
2023,Grand Est,60-74 ans,M,M,967280,1
2023,Grand Est,75+ ans,ALL,Ensemble,1089846,1
2023,Grand Est,75+ ans,F,F,656320,1
2023,Grand Est,75+ ans,M,M,433526,1
2023,Grand-Est,0-19 ans,ALL,Ensemble,1209913,1
2023,Grand-Est,0-19 ans,F,F,588062,1
2023,Grand-Est,0-19 ans,M,M,621851,1
2023,Grand-Est,20-39 ans,ALL,Ensemble,1267940,1
2023,Grand-Est,20-39 ans,F,F,628863,1
2023,Grand-Est,20-39 ans,M,M,639077,1
2023,Grand-Est,40-59 ans,ALL,Ensemble,1400519,1
2023,Grand-Est,40-59 ans,F,F,707012,1
2023,Grand-Est,40-59 ans,M,M,693507,1
2023,Grand-Est,60-74 ans,ALL,Ensemble,983678,1
2023,Grand-Est,60-74 ans,F,F,517378,1
2023,Grand-Est,60-74 ans,M,M,466300,1
2023,Grand-Est,75+ ans,ALL,Ensemble,523568,1
2023,Grand-Est,75+ ans,F,F,315267,1
2023,Grand-Est,75+ ans,M,M,208301,1
2023,Hauts-de-France,0-19 ans,ALL,Ensemble,4480398,1
2023,Hauts-de-France,0-19 ans,F,F,2185383,1
2023,Hauts-de-France,0-19 ans,M,M,2295015,1
2023,Hauts-de-France,20-39 ans,ALL,Ensemble,4327929,1
2023,Hauts-de-France,20-39 ans,F,F,2172168,1
2023,Hauts-de-France,20-39 ans,M,M,2155761,1
2023,Hauts-de-France,40-59 ans,ALL,Ensemble,4579344,1
2023,Hauts-de-France,40-59 ans,F,F,2312748,1
2023,Hauts-de-France,40-59 ans,M,M,2266596,1
2023,Hauts-de-France,60-74 ans,ALL,Ensemble,3041016,1
2023,Hauts-de-France,60-74 ans,F,F,1623627,1
2023,Hauts-de-France,60-74 ans,M,M,1417389,1
2023,Hauts-de-France,75+ ans,ALL,Ensemble,1542189,1
2023,Hauts-de-France,75+ ans,F,F,958722,1
2023,Hauts-de-France,75+ ans,M,M,583467,1
2023,Ile-de-France,0-19 ans,ALL,Ensemble,3075903,1
2023,Ile-de-France,0-19 ans,F,F,1504892,1
2023,Ile-de-France,0-19 ans,M,M,1571011,1
2023,Ile-de-France,20-39 ans,ALL,Ensemble,3472109,1
2023,Ile-de-France,20-39 ans,F,F,1781148,1
2023,Ile-de-France,20-39 ans,M,M,1690961,1
2023,Ile-de-France,40-59 ans,ALL,Ensemble,3229409,1
2023,Ile-de-France,40-59 ans,F,F,1645298,1
2023,Ile-de-France,40-59 ans,M,M,1584111,1
2023,Ile-de-France,60-74 ans,ALL,Ensemble,1705064,1
2023,Ile-de-France,60-74 ans,F,F,915410,1
2023,Ile-de-France,60-74 ans,M,M,789654,1
2023,Ile-de-France,75+ ans,ALL,Ensemble,924874,1
2023,Ile-de-France,75+ ans,F,F,555246,1
2023,Ile-de-France,75+ ans,M,M,369628,1
2023,Normandie,0-19 ans,ALL,Ensemble,2317599,1
2023,Normandie,0-19 ans,F,F,1127085,1
2023,Normandie,0-19 ans,M,M,1190514,1
2023,Normandie,20-39 ans,ALL,Ensemble,2228964,1
2023,Normandie,20-39 ans,F,F,1109709,1
2023,Normandie,20-39 ans,M,M,1119255,1
2023,Normandie,40-59 ans,ALL,Ensemble,2518731,1
2023,Normandie,40-59 ans,F,F,1278108,1
2023,Normandie,40-59 ans,M,M,1240623,1
2023,Normandie,60-74 ans,ALL,Ensemble,1889568,1
2023,Normandie,60-74 ans,F,F,1002501,1
2023,Normandie,60-74 ans,M,M,887067,1
2023,Normandie,75+ ans,ALL,Ensemble,1063704,1
2023,Normandie,75+ ans,F,F,648408,1
2023,Normandie,75+ ans,M,M,415296,1
2023,Nouvelle-Aquitaine,0-19 ans,ALL,Ensemble,3897491,1
2023,Nouvelle-Aquitaine,0-19 ans,F,F,1895721,1
2023,Nouvelle-Aquitaine,0-19 ans,M,M,2001770,1
2023,Nouvelle-Aquitaine,20-39 ans,ALL,Ensemble,3972328,1
2023,Nouvelle-Aquitaine,20-39 ans,F,F,1985319,1
2023,Nouvelle-Aquitaine,20-39 ans,M,M,1987009,1
2023,Nouvelle-Aquitaine,40-59 ans,ALL,Ensemble,4819165,1
2023,Nouvelle-Aquitaine,40-59 ans,F,F,2460385,1
2023,Nouvelle-Aquitaine,40-59 ans,M,M,2358780,1
2023,Nouvelle-Aquitaine,60-74 ans,ALL,Ensemble,3683310,1
2023,Nouvelle-Aquitaine,60-74 ans,F,F,1948617,1
2023,Nouvelle-Aquitaine,60-74 ans,M,M,1734693,1
2023,Nouvelle-Aquitaine,75+ ans,ALL,Ensemble,2236970,1
2023,Nouvelle-Aquitaine,75+ ans,F,F,1337083,1
2023,Nouvelle-Aquitaine,75+ ans,M,M,899887,1
2023,Occitanie,0-19 ans,ALL,Ensemble,3977869,1
2023,Occitanie,0-19 ans,F,F,1937094,1
2023,Occitanie,0-19 ans,M,M,2040775,1
2023,Occitanie,20-39 ans,ALL,Ensemble,4093265,1
2023,Occitanie,20-39 ans,F,F,2052639,1
2023,Occitanie,20-39 ans,M,M,2040626,1
2023,Occitanie,40-59 ans,ALL,Ensemble,4648427,1
2023,Occitanie,40-59 ans,F,F,2377808,1
2023,Occitanie,40-59 ans,M,M,2270619,1
2023,Occitanie,60-74 ans,ALL,Ensemble,3382677,1
2023,Occitanie,60-74 ans,F,F,1784388,1
2023,Occitanie,60-74 ans,M,M,1598289,1
2023,Occitanie,75+ ans,ALL,Ensemble,2068699,1
2023,Occitanie,75+ ans,F,F,1225313,1
2023,Occitanie,75+ ans,M,M,843386,1
2023,Pays de la Loire,0-19 ans,ALL,Ensemble,1860270,1
2023,Pays de la Loire,0-19 ans,F,F,902638,1
2023,Pays de la Loire,0-19 ans,M,M,957632,1
2023,Pays de la Loire,20-39 ans,ALL,Ensemble,1768210,1
2023,Pays de la Loire,20-39 ans,F,F,876528,1
2023,Pays de la Loire,20-39 ans,M,M,891682,1
2023,Pays de la Loire,40-59 ans,ALL,Ensemble,1988638,1
2023,Pays de la Loire,40-59 ans,F,F,998454,1
2023,Pays de la Loire,40-59 ans,M,M,990184,1
2023,Pays de la Loire,60-74 ans,ALL,Ensemble,1377682,1
2023,Pays de la Loire,60-74 ans,F,F,726646,1
2023,Pays de la Loire,60-74 ans,M,M,651036,1
2023,Pays de la Loire,75+ ans,ALL,Ensemble,802048,1
2023,Pays de la Loire,75+ ans,F,F,482222,1
2023,Pays de la Loire,75+ ans,M,M,319826,1
2023,Pays-de-la-Loire,0-19 ans,ALL,Ensemble,930135,1
2023,Pays-de-la-Loire,0-19 ans,F,F,451319,1
2023,Pays-de-la-Loire,0-19 ans,M,M,478816,1
2023,Pays-de-la-Loire,20-39 ans,ALL,Ensemble,884105,1
2023,Pays-de-la-Loire,20-39 ans,F,F,438264,1
2023,Pays-de-la-Loire,20-39 ans,M,M,445841,1
2023,Pays-de-la-Loire,40-59 ans,ALL,Ensemble,994319,1
2023,Pays-de-la-Loire,40-59 ans,F,F,499227,1
2023,Pays-de-la-Loire,40-59 ans,M,M,495092,1
2023,Pays-de-la-Loire,60-74 ans,ALL,Ensemble,688841,1
2023,Pays-de-la-Loire,60-74 ans,F,F,363323,1
2023,Pays-de-la-Loire,60-74 ans,M,M,325518,1
2023,Pays-de-la-Loire,75+ ans,ALL,Ensemble,401024,1
2023,Pays-de-la-Loire,75+ ans,F,F,241111,1
2023,Pays-de-la-Loire,75+ ans,M,M,159913,1
2023,Provence-Alpes-Cote-d-Azur,0-19 ans,ALL,Ensemble,1121161,1
2023,Provence-Alpes-Cote-d-Azur,0-19 ans,F,F,544009,1
2023,Provence-Alpes-Cote-d-Azur,0-19 ans,M,M,577152,1
2023,Provence-Alpes-Cote-d-Azur,20-39 ans,ALL,Ensemble,1148175,1
2023,Provence-Alpes-Cote-d-Azur,20-39 ans,F,F,582834,1
2023,Provence-Alpes-Cote-d-Azur,20-39 ans,M,M,565341,1
2023,Provence-Alpes-Cote-d-Azur,40-59 ans,ALL,Ensemble,1338712,1
2023,Provence-Alpes-Cote-d-Azur,40-59 ans,F,F,690905,1
2023,Provence-Alpes-Cote-d-Azur,40-59 ans,M,M,647807,1
2023,Provence-Alpes-Cote-d-Azur,60-74 ans,ALL,Ensemble,955617,1
2023,Provence-Alpes-Cote-d-Azur,60-74 ans,F,F,512908,1
2023,Provence-Alpes-Cote-d-Azur,60-74 ans,M,M,442709,1
2023,Provence-Alpes-Cote-d-Azur,75+ ans,ALL,Ensemble,630684,1
2023,Provence-Alpes-Cote-d-Azur,75+ ans,F,F,376555,1
2023,Provence-Alpes-Cote-d-Azur,75+ ans,M,M,254129,1
2023,Provence-Alpes-Côte d'Azur,0-19 ans,ALL,Ensemble,2242322,1
2023,Provence-Alpes-Côte d'Azur,0-19 ans,F,F,1088018,1
2023,Provence-Alpes-Côte d'Azur,0-19 ans,M,M,1154304,1
2023,Provence-Alpes-Côte d'Azur,20-39 ans,ALL,Ensemble,2296350,1
2023,Provence-Alpes-Côte d'Azur,20-39 ans,F,F,1165668,1
2023,Provence-Alpes-Côte d'Azur,20-39 ans,M,M,1130682,1
2023,Provence-Alpes-Côte d'Azur,40-59 ans,ALL,Ensemble,2677424,1
2023,Provence-Alpes-Côte d'Azur,40-59 ans,F,F,1381810,1
2023,Provence-Alpes-Côte d'Azur,40-59 ans,M,M,1295614,1
2023,Provence-Alpes-Côte d'Azur,60-74 ans,ALL,Ensemble,1911234,1
2023,Provence-Alpes-Côte d'Azur,60-74 ans,F,F,1025816,1
2023,Provence-Alpes-Côte d'Azur,60-74 ans,M,M,885418,1
2023,Provence-Alpes-Côte d'Azur,75+ ans,ALL,Ensemble,1261368,1
2023,Provence-Alpes-Côte d'Azur,75+ ans,F,F,753110,1
2023,Provence-Alpes-Côte d'Azur,75+ ans,M,M,508258,1
2023,Île-de-France,0-19 ans,ALL,Ensemble,6151806,1
2023,Île-de-France,0-19 ans,F,F,3009784,1
2023,Île-de-France,0-19 ans,M,M,3142022,1
2023,Île-de-France,20-39 ans,ALL,Ensemble,6944218,1
2023,Île-de-France,20-39 ans,F,F,3562296,1
2023,Île-de-France,20-39 ans,M,M,3381922,1
2023,Île-de-France,40-59 ans,ALL,Ensemble,6458818,1
2023,Île-de-France,40-59 ans,F,F,3290596,1
2023,Île-de-France,40-59 ans,M,M,3168222,1
2023,Île-de-France,60-74 ans,ALL,Ensemble,3410128,1
2023,Île-de-France,60-74 ans,F,F,1830820,1
2023,Île-de-France,60-74 ans,M,M,1579308,1
2023,Île-de-France,75+ ans,ALL,Ensemble,1849748,1
2023,Île-de-France,75+ ans,F,F,1110492,1
2023,Île-de-France,75+ ans,M,M,739256,1
2024,Auvergne-Rhone-Alpes,0-19 ans,ALL,Ensemble,1928524,1
2024,Auvergne-Rhone-Alpes,0-19 ans,F,F,938085,1
2024,Auvergne-Rhone-Alpes,0-19 ans,M,M,990439,1
2024,Auvergne-Rhone-Alpes,20-39 ans,ALL,Ensemble,1960153,1
2024,Auvergne-Rhone-Alpes,20-39 ans,F,F,978485,1
2024,Auvergne-Rhone-Alpes,20-39 ans,M,M,981668,1
2024,Auvergne-Rhone-Alpes,40-59 ans,ALL,Ensemble,2112147,1
2024,Auvergne-Rhone-Alpes,40-59 ans,F,F,1065868,1
2024,Auvergne-Rhone-Alpes,40-59 ans,M,M,1046279,1
2024,Auvergne-Rhone-Alpes,60-74 ans,ALL,Ensemble,1374436,1
2024,Auvergne-Rhone-Alpes,60-74 ans,F,F,723971,1
2024,Auvergne-Rhone-Alpes,60-74 ans,M,M,650465,1
2024,Auvergne-Rhone-Alpes,75+ ans,ALL,Ensemble,853542,1
2024,Auvergne-Rhone-Alpes,75+ ans,F,F,507257,1
2024,Auvergne-Rhone-Alpes,75+ ans,M,M,346285,1
2024,Auvergne-Rhône-Alpes,0-19 ans,ALL,Ensemble,3857048,1
2024,Auvergne-Rhône-Alpes,0-19 ans,F,F,1876170,1
2024,Auvergne-Rhône-Alpes,0-19 ans,M,M,1980878,1
2024,Auvergne-Rhône-Alpes,20-39 ans,ALL,Ensemble,3920306,1
2024,Auvergne-Rhône-Alpes,20-39 ans,F,F,1956970,1
2024,Auvergne-Rhône-Alpes,20-39 ans,M,M,1963336,1
2024,Auvergne-Rhône-Alpes,40-59 ans,ALL,Ensemble,4224294,1
2024,Auvergne-Rhône-Alpes,40-59 ans,F,F,2131736,1
2024,Auvergne-Rhône-Alpes,40-59 ans,M,M,2092558,1
2024,Auvergne-Rhône-Alpes,60-74 ans,ALL,Ensemble,2748872,1
2024,Auvergne-Rhône-Alpes,60-74 ans,F,F,1447942,1
2024,Auvergne-Rhône-Alpes,60-74 ans,M,M,1300930,1
2024,Auvergne-Rhône-Alpes,75+ ans,ALL,Ensemble,1707084,1
2024,Auvergne-Rhône-Alpes,75+ ans,F,F,1014514,1
2024,Auvergne-Rhône-Alpes,75+ ans,M,M,692570,1
2024,Bourgogne-Franche-Comte,0-19 ans,ALL,Ensemble,649164,1
2024,Bourgogne-Franche-Comte,0-19 ans,F,F,314655,1
2024,Bourgogne-Franche-Comte,0-19 ans,M,M,334509,1
2024,Bourgogne-Franche-Comte,20-39 ans,ALL,Ensemble,634856,1
2024,Bourgogne-Franche-Comte,20-39 ans,F,F,310429,1
2024,Bourgogne-Franche-Comte,20-39 ans,M,M,324427,1
2024,Bourgogne-Franche-Comte,40-59 ans,ALL,Ensemble,749066,1
2024,Bourgogne-Franche-Comte,40-59 ans,F,F,376893,1
2024,Bourgogne-Franche-Comte,40-59 ans,M,M,372173,1
2024,Bourgogne-Franche-Comte,60-74 ans,ALL,Ensemble,575851,1
2024,Bourgogne-Franche-Comte,60-74 ans,F,F,302181,1
2024,Bourgogne-Franche-Comte,60-74 ans,M,M,273670,1
2024,Bourgogne-Franche-Comte,75+ ans,ALL,Ensemble,356232,1
2024,Bourgogne-Franche-Comte,75+ ans,F,F,211119,1
2024,Bourgogne-Franche-Comte,75+ ans,M,M,145113,1
2024,Bourgogne-Franche-Comté,0-19 ans,ALL,Ensemble,1229674,1
2024,Bourgogne-Franche-Comté,0-19 ans,F,F,596022,1
2024,Bourgogne-Franche-Comté,0-19 ans,M,M,633652,1
2024,Bourgogne-Franche-Comté,20-39 ans,ALL,Ensemble,1200592,1
2024,Bourgogne-Franche-Comté,20-39 ans,F,F,588388,1
2024,Bourgogne-Franche-Comté,20-39 ans,M,M,612204,1
2024,Bourgogne-Franche-Comté,40-59 ans,ALL,Ensemble,1415806,1
2024,Bourgogne-Franche-Comté,40-59 ans,F,F,712738,1
2024,Bourgogne-Franche-Comté,40-59 ans,M,M,703068,1
2024,Bourgogne-Franche-Comté,60-74 ans,ALL,Ensemble,1079900,1
2024,Bourgogne-Franche-Comté,60-74 ans,F,F,567160,1
2024,Bourgogne-Franche-Comté,60-74 ans,M,M,512740,1
2024,Bourgogne-Franche-Comté,75+ ans,ALL,Ensemble,668348,1
2024,Bourgogne-Franche-Comté,75+ ans,F,F,395922,1
2024,Bourgogne-Franche-Comté,75+ ans,M,M,272426,1
2024,Bretagne,0-19 ans,ALL,Ensemble,2302743,1
2024,Bretagne,0-19 ans,F,F,1118244,1
2024,Bretagne,0-19 ans,M,M,1184499,1
2024,Bretagne,20-39 ans,ALL,Ensemble,2249361,1
2024,Bretagne,20-39 ans,F,F,1107516,1
2024,Bretagne,20-39 ans,M,M,1141845,1
2024,Bretagne,40-59 ans,ALL,Ensemble,2643531,1
2024,Bretagne,40-59 ans,F,F,1328424,1
2024,Bretagne,40-59 ans,M,M,1315107,1
2024,Bretagne,60-74 ans,ALL,Ensemble,1989456,1
2024,Bretagne,60-74 ans,F,F,1046649,1
2024,Bretagne,60-74 ans,M,M,942807,1
2024,Bretagne,75+ ans,ALL,Ensemble,1190673,1
2024,Bretagne,75+ ans,F,F,719685,1
2024,Bretagne,75+ ans,M,M,470988,1
2024,Centre-Val-de-Loire,0-19 ans,ALL,Ensemble,1768149,1
2024,Centre-Val-de-Loire,0-19 ans,F,F,855909,1
2024,Centre-Val-de-Loire,0-19 ans,M,M,912240,1
2024,Centre-Val-de-Loire,20-39 ans,ALL,Ensemble,1659657,1
2024,Centre-Val-de-Loire,20-39 ans,F,F,828855,1
2024,Centre-Val-de-Loire,20-39 ans,M,M,830802,1
2024,Centre-Val-de-Loire,40-59 ans,ALL,Ensemble,1964226,1
2024,Centre-Val-de-Loire,40-59 ans,F,F,997422,1
2024,Centre-Val-de-Loire,40-59 ans,M,M,966804,1
2024,Centre-Val-de-Loire,60-74 ans,ALL,Ensemble,1448079,1
2024,Centre-Val-de-Loire,60-74 ans,F,F,763755,1
2024,Centre-Val-de-Loire,60-74 ans,M,M,684324,1
2024,Centre-Val-de-Loire,75+ ans,ALL,Ensemble,905934,1
2024,Centre-Val-de-Loire,75+ ans,F,F,536388,1
2024,Centre-Val-de-Loire,75+ ans,M,M,369546,1
2024,Corse,0-19 ans,ALL,Ensemble,213438,1
2024,Corse,0-19 ans,F,F,104535,1
2024,Corse,0-19 ans,M,M,108903,1
2024,Corse,20-39 ans,ALL,Ensemble,231012,1
2024,Corse,20-39 ans,F,F,118158,1
2024,Corse,20-39 ans,M,M,112854,1
2024,Corse,40-59 ans,ALL,Ensemble,287844,1
2024,Corse,40-59 ans,F,F,146685,1
2024,Corse,40-59 ans,M,M,141159,1
2024,Corse,60-74 ans,ALL,Ensemble,208452,1
2024,Corse,60-74 ans,F,F,108219,1
2024,Corse,60-74 ans,M,M,100233,1
2024,Corse,75+ ans,ALL,Ensemble,130965,1
2024,Corse,75+ ans,F,F,75036,1
2024,Corse,75+ ans,M,M,55929,1
2024,DROM,0-19 ans,ALL,Ensemble,2110356,5
2024,DROM,0-19 ans,F,F,1046049,5
2024,DROM,0-19 ans,M,M,1064307,5
2024,DROM,20-39 ans,ALL,Ensemble,1518936,5
2024,DROM,20-39 ans,F,F,837639,5
2024,DROM,20-39 ans,M,M,681297,5
2024,DROM,40-59 ans,ALL,Ensemble,1665939,5
2024,DROM,40-59 ans,F,F,897543,5
2024,DROM,40-59 ans,M,M,768396,5
2024,DROM,60-74 ans,ALL,Ensemble,1010943,5
2024,DROM,60-74 ans,F,F,533094,5
2024,DROM,60-74 ans,M,M,477849,5
2024,DROM,75+ ans,ALL,Ensemble,424797,5
2024,DROM,75+ ans,F,F,249144,5
2024,DROM,75+ ans,M,M,175653,5
2024,Grand Est,0-19 ans,ALL,Ensemble,2464726,1
2024,Grand Est,0-19 ans,F,F,1197824,1
2024,Grand Est,0-19 ans,M,M,1266902,1
2024,Grand Est,20-39 ans,ALL,Ensemble,2601726,1
2024,Grand Est,20-39 ans,F,F,1286498,1
2024,Grand Est,20-39 ans,M,M,1315228,1
2024,Grand Est,40-59 ans,ALL,Ensemble,2860592,1
2024,Grand Est,40-59 ans,F,F,1443536,1
2024,Grand Est,40-59 ans,M,M,1417056,1
2024,Grand Est,60-74 ans,ALL,Ensemble,2045350,1
2024,Grand Est,60-74 ans,F,F,1076156,1
2024,Grand Est,60-74 ans,M,M,969194,1
2024,Grand Est,75+ ans,ALL,Ensemble,1127054,1
2024,Grand Est,75+ ans,F,F,673652,1
2024,Grand Est,75+ ans,M,M,453402,1
2024,Grand-Est,0-19 ans,ALL,Ensemble,1198036,1
2024,Grand-Est,0-19 ans,F,F,582268,1
2024,Grand-Est,0-19 ans,M,M,615768,1
2024,Grand-Est,20-39 ans,ALL,Ensemble,1266303,1
2024,Grand-Est,20-39 ans,F,F,627014,1
2024,Grand-Est,20-39 ans,M,M,639289,1
2024,Grand-Est,40-59 ans,ALL,Ensemble,1389133,1
2024,Grand-Est,40-59 ans,F,F,701244,1
2024,Grand-Est,40-59 ans,M,M,687889,1
2024,Grand-Est,60-74 ans,ALL,Ensemble,986774,1
2024,Grand-Est,60-74 ans,F,F,519477,1
2024,Grand-Est,60-74 ans,M,M,467297,1
2024,Grand-Est,75+ ans,ALL,Ensemble,541469,1
2024,Grand-Est,75+ ans,F,F,323668,1
2024,Grand-Est,75+ ans,M,M,217801,1
2024,Hauts-de-France,0-19 ans,ALL,Ensemble,4429710,1
2024,Hauts-de-France,0-19 ans,F,F,2159814,1
2024,Hauts-de-France,0-19 ans,M,M,2269896,1
2024,Hauts-de-France,20-39 ans,ALL,Ensemble,4318908,1
2024,Hauts-de-France,20-39 ans,F,F,2167143,1
2024,Hauts-de-France,20-39 ans,M,M,2151765,1
2024,Hauts-de-France,40-59 ans,ALL,Ensemble,4551624,1
2024,Hauts-de-France,40-59 ans,F,F,2298000,1
2024,Hauts-de-France,40-59 ans,M,M,2253624,1
2024,Hauts-de-France,60-74 ans,ALL,Ensemble,3039711,1
2024,Hauts-de-France,60-74 ans,F,F,1621548,1
2024,Hauts-de-France,60-74 ans,M,M,1418163,1
2024,Hauts-de-France,75+ ans,ALL,Ensemble,1607661,1
2024,Hauts-de-France,75+ ans,F,F,991560,1
2024,Hauts-de-France,75+ ans,M,M,616101,1
2024,Ile-de-France,0-19 ans,ALL,Ensemble,3051917,1
2024,Ile-de-France,0-19 ans,F,F,1491215,1
2024,Ile-de-France,0-19 ans,M,M,1560702,1
2024,Ile-de-France,20-39 ans,ALL,Ensemble,3484517,1
2024,Ile-de-France,20-39 ans,F,F,1785049,1
2024,Ile-de-France,20-39 ans,M,M,1699468,1
2024,Ile-de-France,40-59 ans,ALL,Ensemble,3221289,1
2024,Ile-de-France,40-59 ans,F,F,1641079,1
2024,Ile-de-France,40-59 ans,M,M,1580210,1
2024,Ile-de-France,60-74 ans,ALL,Ensemble,1712242,1
2024,Ile-de-France,60-74 ans,F,F,918910,1
2024,Ile-de-France,60-74 ans,M,M,793332,1
2024,Ile-de-France,75+ ans,ALL,Ensemble,960386,1
2024,Ile-de-France,75+ ans,F,F,573231,1
2024,Ile-de-France,75+ ans,M,M,387155,1
2024,Normandie,0-19 ans,ALL,Ensemble,2298717,1
2024,Normandie,0-19 ans,F,F,1117242,1
2024,Normandie,0-19 ans,M,M,1181475,1
2024,Normandie,20-39 ans,ALL,Ensemble,2230944,1
2024,Normandie,20-39 ans,F,F,1108098,1
2024,Normandie,20-39 ans,M,M,1122846,1
2024,Normandie,40-59 ans,ALL,Ensemble,2500197,1
2024,Normandie,40-59 ans,F,F,1269342,1
2024,Normandie,40-59 ans,M,M,1230855,1
2024,Normandie,60-74 ans,ALL,Ensemble,1889706,1
2024,Normandie,60-74 ans,F,F,1002105,1
2024,Normandie,60-74 ans,M,M,887601,1
2024,Normandie,75+ ans,ALL,Ensemble,1103565,1
2024,Normandie,75+ ans,F,F,668841,1
2024,Normandie,75+ ans,M,M,434724,1
2024,Nouvelle-Aquitaine,0-19 ans,ALL,Ensemble,3881983,1
2024,Nouvelle-Aquitaine,0-19 ans,F,F,1888620,1
2024,Nouvelle-Aquitaine,0-19 ans,M,M,1993363,1
2024,Nouvelle-Aquitaine,20-39 ans,ALL,Ensemble,3994458,1
2024,Nouvelle-Aquitaine,20-39 ans,F,F,1992938,1
2024,Nouvelle-Aquitaine,20-39 ans,M,M,2001520,1
2024,Nouvelle-Aquitaine,40-59 ans,ALL,Ensemble,4808864,1
2024,Nouvelle-Aquitaine,40-59 ans,F,F,2455123,1
2024,Nouvelle-Aquitaine,40-59 ans,M,M,2353741,1
